env_id,city,route_id,segment_start_lat,segment_start_lon,segment_end_lat,segment_end_lon,time_window_start,time_window_end,time_of_day,weekday,traffic_index,congestion_score,avg_speed_kmph,reliability_pct,weather,weather_severity,weather_speed_factor,road_condition,road_condition_factor,incident_flag,incident_type,incident_delay_min,elevation_gain_m,slope_pct_avg,temp_celsius,humidity_pct,air_quality_index,fuel_modifier,time_modifier,last_updated
env_0013,Delhi,R000010,28.595221,77.237566,28.63512,77.223084,2025-11-14T14:00:00,2025-11-14T15:00:00,afternoon,Sunday,1.12,52,40.8,70.8,Clear,0,1.0,Good,1.0,False,None,0,56.9,2.02,33.8,48,187,1.104,1.12,2025-11-13T11:04:37.287956
env_0014,Delhi,R000540,28.637254,77.221662,28.636643,77.248211,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Sunday,1.32,61,31.8,59.6,Clear,0,1.0,Good,1.0,False,None,0,164.2,5.54,24.1,65,107,1.279,1.32,2025-11-13T11:04:37.288001
env_0015,Chennai,R000596,13.046088,80.270812,13.041755,80.257087,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Saturday,1.01,88,38.6,84.1,Clear,0,1.0,Good,1.0,False,None,0,171.9,4.75,24.0,86,173,1.054,1.01,2025-11-13T11:04:37.288039
env_0016,Mumbai,R000083,19.047882,72.876464,19.032286,72.864644,2025-11-14T07:00:00,2025-11-14T08:00:00,morning,Saturday,0.99,56,28.9,91.3,Storm,3,0.75,Good,1.0,False,None,0,35.5,0.91,30.9,57,239,0.827,0.74,2025-11-13T11:04:37.288088
env_0017,Mumbai,R001186,19.080435,72.845085,19.091368,72.86423,2025-11-14T08:00:00,2025-11-14T09:00:00,morning,Friday,1.03,38,32.1,65.9,Storm,3,0.75,Good,1.0,False,None,0,183.2,7.31,23.9,50,108,0.912,0.77,2025-11-13T11:04:37.288131
env_0018,Bengaluru,R001054,12.985948,77.565752,12.940291,77.580822,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Saturday,1.01,52,39.8,71.7,Clear,0,1.0,Good,1.0,False,None,0,250.8,23.5,22.6,76,201,1.242,1.01,2025-11-13T11:04:37.288177
env_0019,Delhi,R000276,28.626854,77.162919,28.621127,77.164591,2025-11-14T14:00:00,2025-11-14T15:00:00,afternoon,Tuesday,1.26,61,28.6,75.4,Clear,0,1.0,Moderate,1.08,False,None,0,88.6,7.05,28.3,70,173,1.323,1.36,2025-11-13T11:04:37.288220
env_0020,Delhi,R000450,28.646936,77.219084,28.643362,77.241045,2025-11-14T11:00:00,2025-11-14T12:00:00,morning,Friday,1.39,43,15.0,80.9,Fog,1,0.9,Moderate,1.08,True,Diversion,17,44.0,4.19,29.3,72,225,1.553,1.73,2025-11-13T11:04:37.288255
env_0021,Hyderabad,R000307,17.395551,78.454442,17.425161,78.496681,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Monday,1.23,26,37.9,74.3,Clear,0,1.0,Poor,1.15,False,None,0,132.3,5.85,34.2,84,185,1.345,1.41,2025-11-13T11:04:37.288297
env_0022,Hyderabad,R000470,17.428842,78.484912,17.411867,78.471752,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Thursday,0.92,71,45.4,91.0,Clear,0,1.0,Moderate,1.08,False,None,0,81.1,7.98,32.4,40,197,1.073,0.99,2025-11-13T11:04:37.288359
env_0023,Chennai,R000242,13.084676,80.258203,13.053242,80.301129,2025-11-14T19:00:00,2025-11-14T20:00:00,evening,Wednesday,0.9,64,42.0,61.4,Storm,3,0.75,Good,1.0,False,None,0,86.3,2.84,32.6,66,191,0.804,0.68,2025-11-13T11:04:37.288411
env_0024,Chennai,R000989,13.050572,80.276609,13.081076,80.319551,2025-11-14T17:00:00,2025-11-14T18:00:00,evening,Sunday,1.43,27,31.4,79.7,Rain,2,0.88,Good,1.0,False,None,0,52.7,3.21,27.6,61,190,1.234,1.26,2025-11-13T11:04:37.288465
env_0025,Chennai,R000107,13.048774,80.317157,13.033229,80.229809,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Thursday,1.63,65,11.1,61.8,Clear,0,1.0,Moderate,1.08,False,None,0,279.6,12.7,31.2,58,232,1.659,1.76,2025-11-13T11:04:37.288509
env_0026,Chennai,R000118,13.127272,80.302723,13.096729,80.264597,2025-11-14T12:00:00,2025-11-14T13:00:00,afternoon,Sunday,1.39,76,18.0,51.5,Clear,0,1.0,Good,1.0,False,None,0,55.0,4.96,25.3,40,90,1.323,1.39,2025-11-13T11:04:37.288551
env_0027,Bengaluru,R000566,12.999567,77.579913,12.961114,77.603208,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Saturday,1.43,21,23.9,82.7,Clear,0,1.0,Moderate,1.08,False,None,0,245.6,14.63,35.5,69,153,1.524,1.54,2025-11-13T11:04:37.288591
env_0028,Chennai,R000010,13.058811,80.261413,13.043346,80.227939,2025-11-14T15:00:00,2025-11-14T16:00:00,afternoon,Wednesday,1.65,75,29.4,89.4,Rain,2,0.88,Moderate,1.08,False,None,0,290.0,10.78,32.8,88,136,1.527,1.57,2025-11-13T11:04:37.288639
env_0029,Hyderabad,R000944,17.424652,78.522902,17.383197,78.462482,2025-11-14T18:00:00,2025-11-14T19:00:00,evening,Saturday,1.51,38,25.6,60.3,Clear,0,1.0,UnderConstruction,1.2,False,None,0,7.9,0.23,25.5,45,152,1.569,1.81,2025-11-13T11:04:37.288671
env_0030,Pune,R000701,18.478003,73.89984,18.518056,73.842054,2025-11-14T14:00:00,2025-11-14T15:00:00,afternoon,Tuesday,1.65,34,19.7,59.0,Rain,2,0.88,Poor,1.15,False,None,0,64.8,3.7,30.7,49,77,1.526,1.67,2025-11-13T11:04:37.288713
env_0031,Bengaluru,R000161,12.989181,77.610942,12.982983,77.621024,2025-11-14T07:00:00,2025-11-14T08:00:00,morning,Sunday,1.23,89,21.2,90.4,Storm,3,0.75,Moderate,1.08,False,None,0,58.9,1.79,29.2,65,106,1.018,1.0,2025-11-13T11:04:37.288750
env_0032,Chennai,R000263,13.038115,80.300627,13.080532,80.274777,2025-11-14T17:00:00,2025-11-14T18:00:00,evening,Thursday,1.57,32,19.7,55.4,Clear,0,1.0,Good,1.0,True,Protest,11,116.9,8.98,27.1,56,97,1.692,1.86,2025-11-13T11:04:37.288799
env_0033,Chennai,R000539,13.056414,80.267835,13.094008,80.257292,2025-11-14T21:00:00,2025-11-14T22:00:00,evening,Thursday,0.99,57,28.1,68.0,Clear,0,1.0,Moderate,1.08,False,None,0,207.4,6.02,32.1,55,192,1.109,1.07,2025-11-13T11:04:37.288831
env_0034,Hyderabad,R000781,17.354606,78.516704,17.408854,78.483999,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Tuesday,1.18,27,42.2,88.2,Clear,0,1.0,Moderate,1.08,False,None,0,93.5,3.48,29.9,65,75,1.224,1.27,2025-11-13T11:04:37.288864
env_0035,Pune,R000335,18.476404,73.888082,18.518054,73.869686,2025-11-14T20:00:00,2025-11-14T21:00:00,evening,Saturday,1.1,56,25.1,75.1,Rain,2,0.88,Good,1.0,False,None,0,108.6,3.57,30.5,76,197,1.035,0.97,2025-11-13T11:04:37.288912
env_0036,Pune,R001103,18.487854,73.884731,18.505911,73.874019,2025-11-14T21:00:00,2025-11-14T22:00:00,evening,Sunday,1.46,20,19.4,62.9,Rain,2,0.88,Good,1.0,False,None,0,243.3,12.09,30.8,76,153,1.337,1.28,2025-11-13T11:04:37.288945
env_0037,Bengaluru,R000163,12.9378,77.567422,12.953288,77.573736,2025-11-14T14:00:00,2025-11-14T15:00:00,afternoon,Friday,1.38,44,33.4,85.1,Fog,1,0.9,Moderate,1.08,False,None,0,137.8,9.17,34.0,48,236,1.33,1.34,2025-11-13T11:04:37.288977
env_0038,Delhi,R000516,28.657944,77.22907,28.571906,77.175691,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Monday,0.86,70,39.8,51.2,Clear,0,1.0,Moderate,1.08,False,None,0,82.4,5.62,31.2,64,129,1.007,0.93,2025-11-13T11:04:37.289008
env_0039,Delhi,R000507,28.637659,77.203316,28.576541,77.211674,2025-11-14T11:00:00,2025-11-14T12:00:00,morning,Monday,0.83,55,54.4,64.6,Clear,0,1.0,UnderConstruction,1.2,False,None,0,85.4,3.66,35.6,84,188,1.037,1.0,2025-11-13T11:04:37.289040
env_0040,Delhi,R000936,28.627005,77.222585,28.620298,77.211346,2025-11-14T15:00:00,2025-11-14T16:00:00,afternoon,Wednesday,1.23,39,35.1,69.9,Clear,0,1.0,Good,1.0,False,None,0,5.0,0.15,33.9,62,123,1.163,1.23,2025-11-13T11:04:37.289087
env_0041,Hyderabad,R001096,17.335832,78.528909,17.429696,78.484407,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Sunday,1.19,47,30.2,85.9,Clear,0,1.0,Good,1.0,False,None,0,133.9,7.65,32.0,81,149,1.21,1.19,2025-11-13T11:04:37.289123
env_0042,Hyderabad,R000452,17.361298,78.478924,17.358956,78.513154,2025-11-14T14:00:00,2025-11-14T15:00:00,afternoon,Wednesday,1.38,78,31.4,68.6,Storm,3,0.75,Good,1.0,False,None,0,192.9,6.76,25.8,79,175,1.089,1.03,2025-11-13T11:04:37.289172
env_0043,Delhi,R000657,28.56584,77.163963,28.617397,77.177594,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Wednesday,1.04,66,38.9,60.5,Clear,0,1.0,Good,1.0,False,None,0,96.9,2.85,36.0,69,228,1.056,1.04,2025-11-13T11:04:37.289207
env_0044,Bengaluru,R000677,12.929622,77.619657,12.936209,77.57125,2025-11-14T18:00:00,2025-11-14T19:00:00,evening,Monday,1.29,33,16.8,87.9,Rain,2,0.88,Poor,1.15,False,None,0,231.6,13.26,32.8,68,113,1.37,1.31,2025-11-13T11:04:37.289259
env_0045,Pune,R000069,18.490318,73.880232,18.479796,73.873301,2025-11-14T12:00:00,2025-11-14T13:00:00,afternoon,Thursday,1.15,49,41.5,57.1,Rain,2,0.88,Moderate,1.08,False,None,0,41.0,1.68,26.2,63,63,1.1,1.09,2025-11-13T11:04:37.289292
env_0046,Pune,R000447,18.567727,73.830297,18.513816,73.808207,2025-11-14T14:00:00,2025-11-14T15:00:00,afternoon,Friday,0.91,41,16.8,51.9,Rain,2,0.88,Good,1.0,False,None,0,114.6,9.03,24.2,45,225,0.97,0.8,2025-11-13T11:04:37.289324
env_0047,Chennai,R000694,13.125785,80.320397,13.095213,80.226678,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Saturday,1.28,23,15.2,60.5,Heatwave,1,0.95,Moderate,1.08,False,None,0,242.6,10.47,24.7,84,146,1.322,1.31,2025-11-13T11:04:37.289360
env_0048,Mumbai,R000276,19.05107,72.831649,19.096663,72.883602,2025-11-14T21:00:00,2025-11-14T22:00:00,evening,Tuesday,1.31,79,20.7,83.0,Clear,0,1.0,Poor,1.15,False,None,0,168.6,13.97,24.2,58,117,1.497,1.51,2025-11-13T11:04:37.289410
env_0049,Chennai,R000752,13.078108,80.298292,13.083296,80.294066,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Friday,1.57,89,14.9,82.4,Rain,2,0.88,Good,1.0,False,None,0,159.6,6.4,29.7,79,122,1.35,1.38,2025-11-13T11:04:37.289441
env_0050,Mumbai,R000840,19.09009,72.838746,19.07832,72.834368,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Tuesday,1.59,35,11.8,58.6,Clear,0,1.0,Moderate,1.08,False,None,0,149.5,5.21,30.3,43,143,1.556,1.72,2025-11-13T11:04:37.289471
env_0051,Delhi,R000146,28.565209,77.251104,28.629475,77.25184,2025-11-14T08:00:00,2025-11-14T09:00:00,morning,Thursday,1.52,17,18.2,83.5,Storm,3,0.75,Poor,1.15,False,None,0,22.2,0.78,29.4,86,68,1.225,1.31,2025-11-13T11:04:37.289501
env_0052,Mumbai,R000160,19.12046,72.923759,19.035712,72.900217,2025-11-14T18:00:00,2025-11-14T19:00:00,evening,Tuesday,0.97,94,24.4,78.1,Clear,0,1.0,Moderate,1.08,False,None,0,36.1,1.24,27.0,69,229,1.047,1.05,2025-11-13T11:04:37.289552
env_0053,Pune,R000875,18.558682,73.823381,18.48844,73.846856,2025-11-14T16:00:00,2025-11-14T17:00:00,afternoon,Saturday,0.94,86,32.5,65.9,Clear,0,1.0,UnderConstruction,1.2,False,None,0,114.7,3.48,28.0,86,132,1.126,1.13,2025-11-13T11:04:37.289593
env_0054,Chennai,R000493,13.089014,80.242093,13.109271,80.313315,2025-11-14T14:00:00,2025-11-14T15:00:00,afternoon,Wednesday,1.67,67,29.1,50.0,Clear,0,1.0,Good,1.0,True,Accident,14,6.9,0.17,25.0,60,55,1.744,2.06,2025-11-13T11:04:37.289638
env_0055,Pune,R000566,18.562311,73.857827,18.527467,73.863861,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Monday,1.21,29,16.4,66.5,Clear,0,1.0,Good,1.0,False,None,0,32.1,1.46,34.9,86,69,1.162,1.21,2025-11-13T11:04:37.289695
env_0056,Pune,R000665,18.54969,73.82399,18.552971,73.87566,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Friday,1.38,14,29.4,75.9,Clear,0,1.0,Good,1.0,False,None,0,107.6,3.12,27.8,47,108,1.297,1.38,2025-11-13T11:04:37.289729
env_0057,Pune,R000024,18.533789,73.869919,18.475813,73.859138,2025-11-14T16:00:00,2025-11-14T17:00:00,afternoon,Friday,1.31,51,24.9,59.9,Clear,0,1.0,Moderate,1.08,False,None,0,136.5,4.9,29.1,54,160,1.336,1.41,2025-11-13T11:04:37.289761
env_0058,Mumbai,R000808,19.040801,72.861317,19.073585,72.902232,2025-11-14T18:00:00,2025-11-14T19:00:00,evening,Wednesday,0.88,74,34.3,81.4,Rain,2,0.88,Good,1.0,False,None,0,121.6,4.48,29.9,87,184,0.904,0.77,2025-11-13T11:04:37.289808
env_0059,Delhi,R000497,28.571064,77.236677,28.596241,77.251414,2025-11-14T08:00:00,2025-11-14T09:00:00,morning,Monday,1.4,64,19.8,58.6,Clear,0,1.0,Moderate,1.08,False,None,0,54.9,2.68,33.5,68,209,1.384,1.51,2025-11-13T11:04:37.289847
env_0060,Delhi,R000903,28.568388,77.240817,28.583869,77.196382,2025-11-14T08:00:00,2025-11-14T09:00:00,morning,Monday,1.47,41,32.8,91.7,Storm,3,0.75,Poor,1.15,True,Protest,8,95.0,3.94,26.6,87,187,1.347,1.44,2025-11-13T11:04:37.289899
env_0061,Delhi,R000418,28.618542,77.234036,28.61878,77.221304,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Saturday,1.43,12,19.7,90.8,Clear,0,1.0,Good,1.0,True,Accident,24,85.0,3.55,35.2,44,149,1.736,2.0,2025-11-13T11:04:37.289946
env_0062,Pune,R000556,18.536698,73.897987,18.506422,73.817489,2025-11-14T15:00:00,2025-11-14T16:00:00,afternoon,Sunday,1.6,59,14.4,67.1,Fog,1,0.9,Good,1.0,False,None,0,260.7,10.05,24.6,72,167,1.408,1.44,2025-11-13T11:04:37.289978
env_0063,Chennai,R000045,13.036675,80.312927,13.063193,80.269693,2025-11-14T11:00:00,2025-11-14T12:00:00,morning,Monday,1.11,55,24.7,63.6,Heatwave,1,0.95,UnderConstruction,1.2,False,None,0,23.3,1.31,27.4,41,192,1.202,1.27,2025-11-13T11:04:37.290010
env_0064,Mumbai,R000462,19.041171,72.917418,19.091693,72.83648,2025-11-14T18:00:00,2025-11-14T19:00:00,evening,Friday,1.66,88,27.4,80.9,Clear,0,1.0,Moderate,1.08,False,None,0,97.2,3.45,28.3,48,102,1.587,1.79,2025-11-13T11:04:37.290040
env_0065,Pune,R000284,18.528503,73.875105,18.490631,73.820511,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Thursday,1.7,28,22.3,75.4,Clear,0,1.0,Good,1.0,False,None,0,217.2,13.99,33.8,49,236,1.63,1.7,2025-11-13T11:04:37.290071
env_0066,Bengaluru,R000653,13.009613,77.586004,12.962725,77.5889,2025-11-14T14:00:00,2025-11-14T15:00:00,afternoon,Tuesday,1.5,23,13.1,51.2,Heatwave,1,0.95,Moderate,1.08,False,None,0,185.6,6.65,25.2,41,141,1.445,1.54,2025-11-13T11:04:37.290103
env_0067,Bengaluru,R000977,12.935009,77.629214,12.968476,77.609557,2025-11-14T11:00:00,2025-11-14T12:00:00,morning,Sunday,1.15,70,17.2,58.7,Clear,0,1.0,Moderate,1.08,True,Diversion,18,70.7,2.35,24.8,53,66,1.451,1.61,2025-11-13T11:04:37.290144
env_0068,Delhi,R000900,28.650613,77.207994,28.59639,77.204754,2025-11-14T13:00:00,2025-11-14T14:00:00,afternoon,Thursday,1.16,15,31.3,87.1,Rain,2,0.88,Good,1.0,False,None,0,173.7,6.66,31.0,85,59,1.101,1.02,2025-11-13T11:04:37.290182
env_0069,Chennai,R000224,13.077861,80.303401,13.036942,80.320284,2025-11-14T18:00:00,2025-11-14T19:00:00,evening,Saturday,0.84,59,39.4,78.4,Clear,0,1.0,Good,1.0,False,None,0,94.8,2.72,28.5,67,125,0.915,0.84,2025-11-13T11:04:37.290227
env_0070,Chennai,R000112,13.101695,80.311068,13.079058,80.28531,2025-11-14T08:00:00,2025-11-14T09:00:00,morning,Saturday,1.25,33,33.8,92.2,Rain,2,0.88,Good,1.0,False,None,0,138.0,8.98,30.3,85,101,1.18,1.1,2025-11-13T11:04:37.290259
env_0071,Hyderabad,R000185,17.360008,78.505872,17.425716,78.516349,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Monday,0.9,67,41.3,53.8,Rain,2,0.88,Moderate,1.08,False,None,0,185.6,12.54,29.7,42,93,1.047,0.86,2025-11-13T11:04:37.290298
env_0072,Mumbai,R001159,19.113131,72.913967,19.042212,72.842161,2025-11-14T07:00:00,2025-11-14T08:00:00,morning,Thursday,1.08,67,23.2,58.1,Storm,3,0.75,UnderConstruction,1.2,True,Diversion,5,140.3,3.93,29.6,40,205,1.074,1.05,2025-11-13T11:04:37.290345
env_0073,Hyderabad,R000488,17.356687,78.502647,17.380374,78.480888,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Tuesday,1.59,45,23.1,75.1,Rain,2,0.88,Good,1.0,False,None,0,197.7,17.81,34.0,82,197,1.478,1.4,2025-11-13T11:04:37.290377
env_0074,Chennai,R000612,13.065811,80.22947,13.043589,80.320074,2025-11-14T11:00:00,2025-11-14T12:00:00,morning,Saturday,1.06,94,37.0,76.8,Rain,2,0.88,Good,1.0,False,None,0,175.8,4.63,23.3,59,132,1.017,0.93,2025-11-13T11:04:37.290407
env_0075,Mumbai,R000777,19.108026,72.903544,19.110331,72.834193,2025-11-14T21:00:00,2025-11-14T22:00:00,evening,Tuesday,0.91,45,29.1,68.6,Clear,0,1.0,Good,1.0,True,Protest,25,161.0,12.75,32.1,78,230,1.331,1.29,2025-11-13T11:04:37.290451
env_0076,Mumbai,R000875,19.086884,72.859349,19.078539,72.927202,2025-11-14T17:00:00,2025-11-14T18:00:00,evening,Tuesday,1.35,73,24.6,78.4,Clear,0,1.0,Good,1.0,False,None,0,214.0,5.43,22.0,41,169,1.299,1.35,2025-11-13T11:04:37.290491
env_0077,Pune,R000242,18.544147,73.827433,18.531931,73.848163,2025-11-14T07:00:00,2025-11-14T08:00:00,morning,Wednesday,1.11,91,20.2,78.8,Rain,2,0.88,Good,1.0,True,Diversion,21,167.2,5.06,23.6,61,137,1.295,1.32,2025-11-13T11:04:37.290523
env_0078,Hyderabad,R001166,17.396599,78.439612,17.352563,78.469751,2025-11-14T16:00:00,2025-11-14T17:00:00,afternoon,Saturday,1.23,70,34.9,79.1,Clear,0,1.0,Moderate,1.08,False,None,0,163.4,8.15,33.0,66,240,1.312,1.33,2025-11-13T11:04:37.290557
env_0079,Bengaluru,R001068,12.951534,77.617096,12.95315,77.598189,2025-11-14T12:00:00,2025-11-14T13:00:00,afternoon,Friday,1.42,55,12.2,56.7,Rain,2,0.88,Good,1.0,False,None,0,162.6,10.86,30.5,51,202,1.304,1.25,2025-11-13T11:04:37.290595
env_0080,Bengaluru,R000632,12.992127,77.57605,12.924763,77.585987,2025-11-14T21:00:00,2025-11-14T22:00:00,evening,Tuesday,1.13,48,20.0,63.6,Clear,0,1.0,Moderate,1.08,False,None,0,274.4,11.77,22.3,70,178,1.272,1.22,2025-11-13T11:04:37.290646
env_0081,Delhi,R000390,28.597912,77.207347,28.651288,77.190036,2025-11-14T16:00:00,2025-11-14T17:00:00,afternoon,Tuesday,1.49,22,29.4,92.2,Rain,2,0.88,Good,1.0,False,None,0,140.5,4.47,29.3,40,129,1.282,1.31,2025-11-13T11:04:37.290694
env_0082,Bengaluru,R000179,12.954929,77.633519,12.93191,77.621218,2025-11-14T15:00:00,2025-11-14T16:00:00,afternoon,Monday,1.32,49,28.3,59.4,Clear,0,1.0,Good,1.0,False,None,0,233.0,7.73,25.8,50,120,1.301,1.32,2025-11-13T11:04:37.290759
env_0083,Bengaluru,R000032,13.01743,77.600563,12.931838,77.598853,2025-11-14T16:00:00,2025-11-14T17:00:00,afternoon,Wednesday,0.93,46,37.7,57.7,Clear,0,1.0,Poor,1.15,False,None,0,20.0,1.84,34.6,43,77,1.067,1.07,2025-11-13T11:04:37.290817
env_0084,Hyderabad,R000111,17.343612,78.475892,17.405468,78.525828,2025-11-14T20:00:00,2025-11-14T21:00:00,evening,Friday,1.12,52,38.9,82.1,Rain,2,0.88,Good,1.0,False,None,0,227.9,9.51,23.8,84,169,1.108,0.99,2025-11-13T11:04:37.290859
env_0085,Bengaluru,R000934,12.952639,77.609042,12.998249,77.591655,2025-11-14T13:00:00,2025-11-14T14:00:00,afternoon,Tuesday,1.57,88,15.3,66.4,Clear,0,1.0,Poor,1.15,False,None,0,258.9,13.11,28.8,44,171,1.698,1.81,2025-11-13T11:04:37.290900
env_0086,Bengaluru,R000720,12.969465,77.629177,12.949826,77.579462,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Friday,0.89,23,29.7,79.2,Rain,2,0.88,Good,1.0,False,None,0,127.0,4.44,29.7,70,148,0.91,0.78,2025-11-13T11:04:37.290948
env_0087,Bengaluru,R000698,12.942424,77.614006,12.964715,77.642621,2025-11-14T16:00:00,2025-11-14T17:00:00,afternoon,Friday,1.42,32,26.9,53.5,Fog,1,0.9,Moderate,1.08,False,None,0,179.7,7.52,29.8,68,95,1.341,1.38,2025-11-13T11:04:37.291005
env_0088,Mumbai,R000832,19.032961,72.838574,19.107407,72.904834,2025-11-14T18:00:00,2025-11-14T19:00:00,evening,Wednesday,1.24,94,13.8,59.8,Clear,0,1.0,Moderate,1.08,False,None,0,243.9,7.46,31.3,68,186,1.313,1.34,2025-11-13T11:04:37.291037
env_0089,Mumbai,R000799,19.087557,72.872416,19.046566,72.915443,2025-11-14T15:00:00,2025-11-14T16:00:00,afternoon,Friday,1.51,48,31.2,92.2,Rain,2,0.88,Poor,1.15,False,None,0,176.9,6.24,29.1,48,125,1.453,1.53,2025-11-13T11:04:37.291067
env_0090,Bengaluru,R000757,13.011708,77.64139,12.921684,77.600603,2025-11-14T17:00:00,2025-11-14T18:00:00,evening,Monday,1.58,13,14.7,81.6,Clear,0,1.0,Good,1.0,False,None,0,117.6,4.46,31.3,70,85,1.451,1.58,2025-11-13T11:04:37.291098
env_0091,Delhi,R001138,28.60236,77.251448,28.647896,77.174427,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Tuesday,0.81,92,19.2,82.5,Clear,0,1.0,Good,1.0,False,None,0,30.0,1.03,27.8,69,228,0.877,0.81,2025-11-13T11:04:37.291130
env_0092,Chennai,R000872,13.095025,80.266139,13.075112,80.302707,2025-11-14T18:00:00,2025-11-14T19:00:00,evening,Wednesday,1.0,64,36.2,76.0,Rain,2,0.88,Good,1.0,False,None,0,126.2,4.78,27.1,42,195,0.984,0.88,2025-11-13T11:04:37.291160
